,Price,Close,High,Low,Open,Volume,shortsell,shortsellcumsum,Close_up1%,Close_down1%,buyup,buydown,buy,buycumsum
0,2022-01-16,30.833332061767578,31.16666603088379,29.966665267944336,29.966665267944336,4676838,True,5.0,31.141665382385256,30.5249987411499,False,False,False,0.0
1,2022-01-17,30.333332061767578,31.0,30.16666603088379,31.0,3710970,False,5.0,31.141665382385256,30.5249987411499,False,True,True,1.0
2,2022-01-19,30.733333587646484,30.766666412353516,29.53333282470703,29.53333282470703,4576716,True,6.0,31.04066692352295,30.42600025177002,False,False,False,2.0
3,2022-01-20,31.233333587646484,31.933332443237305,31.03333282470703,31.133333206176758,6807045,False,6.0,31.04066692352295,30.42600025177002,True,False,True,3.0
4,2022-02-17,33.0,33.03333282470703,31.933332443237305,31.933332443237305,5720601,True,7.0,33.33,32.67,False,False,False,14.0
5,2022-02-20,31.966665267944336,34.06666564941406,31.899999618530273,33.03333282470703,5866398,False,7.0,33.33,32.67,False,True,True,15.0
6,2022-03-07,43.33333206176758,43.33333206176758,41.0,41.46666717529297,9709329,True,16.0,43.766665382385256,42.8999987411499,False,False,False,15.0
7,2022-03-08,42.666664123535156,43.93333435058594,42.06666564941406,43.33333206176758,7236711,False,16.0,43.766665382385256,42.8999987411499,False,True,True,16.0
8,2022-03-20,43.20000076293945,43.33333206176758,41.33333206176758,41.599998474121094,5841363,True,19.0,43.63200077056885,42.768000755310055,False,False,False,21.0
9,2022-03-21,42.33333206176758,44.33333206176758,42.20000076293945,43.133331298828125,8233908,False,19.0,43.63200077056885,42.768000755310055,False,True,True,22.0
10,2022-03-29,45.266666412353516,46.0,44.06666564941406,44.46666717529297,7291578,True,22.0,45.71933307647705,44.81399974822998,False,False,False,22.0
11,2022-03-30,44.599998474121094,45.400001525878906,44.0,45.400001525878906,5095092,False,22.0,45.71933307647705,44.81399974822998,False,True,True,23.0
12,2022-04-11,49.53333282470703,49.666664123535156,48.33333206176758,49.20000076293945,3608115,True,25.0,50.0286661529541,49.03799949645996,False,False,False,26.0
13,2022-04-13,46.666664123535156,49.06666564941406,46.06666564941406,48.86666488647461,6099894,False,25.0,50.0286661529541,49.03799949645996,False,True,True,27.0
14,2022-04-27,46.0,46.33333206176758,44.79999923706055,45.666664123535156,2197407,True,26.0,46.46,45.54,False,False,False,36.0
15,2022-05-08,45.0,46.93333435058594,44.93333435058594,46.93333435058594,4386867,False,26.0,46.46,45.54,False,True,True,37.0
16,2022-05-25,41.20000076293945,41.20000076293945,39.20000076293945,39.33333206176758,6960246,True,27.0,41.61200077056885,40.78800075531006,False,False,False,49.0
17,2022-05-29,40.666664123535156,41.666664123535156,40.53333282470703,41.33333206176758,4166826,False,27.0,41.61200077056885,40.78800075531006,False,True,True,50.0
18,2022-05-31,43.400001525878906,43.733333587646484,41.06666564941406,41.93333435058594,15585471,True,28.0,43.834001541137695,42.96600151062012,False,False,False,51.0
19,2022-06-01,41.266666412353516,42.79999923706055,41.266666412353516,42.666664123535156,7556041,False,28.0,43.834001541137695,42.96600151062012,False,True,True,52.0
20,2022-06-06,42.06666564941406,42.666664123535156,41.0,41.133331298828125,6468412,True,29.0,42.48733230590821,41.64599899291992,False,False,False,54.0
