,Price,Close,High,Low,Open,Volume,shortsell,shortsellcumsum,Close_up1%,Close_down1%,buyup,buydown,buy,buycumsum
0,2022-03-07,119.55079650878906,121.61497767383179,118.00265407313512,119.03474465565648,7777620,True,5.0,120.74630447387696,118.35528854370116,False,False,False,0.0
1,2022-03-09,115.42242431640625,119.37878697223262,115.42242431640625,118.86273510451817,2864115,False,5.0,120.74630447387696,118.35528854370116,False,True,True,1.0
2,2022-04-28,114.57125091552734,114.57125091552734,112.82207151223685,112.82207151223685,3186267,True,7.0,115.71696342468262,113.42553840637208,False,False,False,35.0
3,2022-05-08,111.9474868774414,115.7956764007813,111.77257159823148,115.44584584236145,1338987,False,7.0,115.71696342468262,113.42553840637208,False,True,True,36.0
4,2022-07-19,87.109130859375,88.15864247972273,86.584378385496,86.75929365259242,2099102,True,8.0,87.98022216796875,86.23803955078125,False,False,False,83.0
5,2022-07-20,85.88470458984375,87.80880590469634,85.70978932148887,87.4589686953968,1599490,False,8.0,87.98022216796875,86.23803955078125,False,True,True,84.0
6,2022-10-06,84.74976348876953,85.55520085852422,82.5124412548763,82.78092265404973,3968232,True,9.0,85.59726112365723,83.90226585388183,False,False,False,127.0
7,2022-10-09,83.2283935546875,85.82368891280625,83.2283935546875,85.01825148059476,1731073,False,9.0,85.59726112365723,83.90226585388183,False,True,True,128.0
8,2022-12-20,76.9638900756836,76.9638900756836,73.83163873539415,74.81605921964619,2973158,True,10.0,77.73352897644043,76.19425117492676,False,False,False,177.0
9,2022-12-21,75.88998413085938,77.2323776697701,75.62150269197059,77.14287930496276,1500992,False,10.0,77.73352897644043,76.19425117492676,False,True,True,178.0
10,2023-01-01,80.54361724853516,80.81209870380376,79.7381797104964,80.36463416353412,492453,True,11.0,81.34905342102051,79.7381810760498,False,False,False,183.0
11,2023-01-09,83.2283935546875,83.2283935546875,80.99107114730343,81.43853562878024,1314589,False,11.0,81.34905342102051,79.7381810760498,True,False,True,184.0
12,2023-04-04,86.83727264404297,86.83727264404297,85.00719316569095,85.09869574336871,500,True,12.0,87.7056453704834,85.96889991760254,False,False,False,237.0
13,2023-04-05,85.73921966552734,86.92877410363567,85.0986946488223,86.83727152713483,1000,False,12.0,87.7056453704834,85.96889991760254,False,True,True,238.0
14,2023-11-19,77.51964569091797,77.51964569091797,76.77246553279846,76.86586839679197,722736,True,13.0,78.29484214782715,76.74444923400878,False,False,False,387.0
15,2023-11-20,76.21208953857422,77.42625560271217,76.21208953857422,77.05266549638984,2739924,False,13.0,78.29484214782715,76.74444923400878,False,True,True,388.0
16,2024-04-04,84.248046875,84.81986473359908,82.05606993413525,82.15137169872534,6139091,True,16.0,85.09052734375,83.40556640625,False,False,False,475.0
17,2024-04-15,81.67486572265625,83.2950250056284,81.38896039346784,81.67486572265625,2371668,False,16.0,85.09052734375,83.40556640625,False,True,True,476.0
18,2024-04-29,81.4842529296875,82.91380122669956,78.43455280448522,78.91106890348925,4394504,True,17.0,82.29909545898438,80.66941040039062,False,False,False,485.0
19,2024-04-30,80.5312271118164,81.7701719758065,80.0547109750601,81.7701719758065,3430022,False,17.0,82.29909545898438,80.66941040039062,False,True,True,486.0
20,2024-07-18,75.38484954833984,75.76606390269097,74.62242811069662,75.09894423587077,2400658,True,19.0,76.13869804382324,74.63100105285645,False,False,False,536.0
21,2024-07-23,74.14591217041016,75.09894442313492,74.14591217041016,74.81303183889386,1340575,False,19.0,76.13869804382324,74.63100105285645,False,True,True,537.0
